Market,Ticker,Price,SMA_150,SMA_200,RS,VCP_Contractions,VCP_Pattern,Pivot,Distance_to_Pivot_%,Volume_Dryup,Status,Stop_Level,Volume_Spike_Ratio,RS_Divergence_%
US,WTFC,145.24,138.74,136.94,50.0,5,TIGHT,147.95,1.83,False,SETUP,135.07,0.81,
US,MU,457.23,302.52,256.56,50.0,0,NO_VCP,465.78,1.84,False,SETUP,425.22,0.64,
US,SF,80.76,79.16,78.0,50.0,3,FORMING,82.27,1.84,False,SETUP,75.11,0.8,
US,SR,93.54,86.15,83.51,50.0,4,FORMING,95.31,1.86,False,SETUP,86.99,0.95,
US,L,109.84,104.75,101.94,50.0,5,FORMING,111.93,1.87,False,SETUP,102.15,0.77,
US,VLY,13.09,11.74,11.25,50.0,4,FORMING,13.34,1.87,False,SETUP,12.17,0.62,
US,KEY,21.67,19.78,19.44,50.0,4,FORMING,22.08,1.88,False,SETUP,20.15,1.38,
US,CFG,64.41,57.48,55.35,50.0,4,FORMING,65.65,1.89,False,SETUP,59.9,1.53,
US,LSTR,171.45,143.21,141.13,50.0,5,FORMING,174.75,1.89,False,SETUP,159.45,0.92,
US,MGM,38.49,34.99,35.52,50.0,4,FORMING,39.23,1.89,False,SETUP,35.8,0.72,
US,TER,365.92,223.71,193.98,50.0,6,FORMING,373.0,1.9,False,SETUP,340.31,0.59,
US,YUM,159.52,153.23,151.58,50.0,6,FORMING,162.61,1.9,False,SETUP,148.35,1.05,
US,CMI,608.89,511.77,477.25,50.0,5,FORMING,620.78,1.92,False,SETUP,566.27,1.04,
US,PPL,39.34,36.63,36.44,50.0,5,FORMING,40.11,1.92,False,SETUP,36.59,1.28,
US,PWR,587.42,475.92,453.78,50.0,5,FORMING,599.0,1.93,False,SETUP,546.3,0.61,
US,ULS,89.61,78.99,76.27,50.0,0,NO_VCP,91.38,1.94,False,SETUP,83.34,0.44,
US,ETR,115.51,98.25,95.52,50.0,4,FORMING,117.81,1.95,False,SETUP,107.42,0.72,
US,PLD,142.17,128.2,123.33,50.0,4,FORMING,145.0,1.95,False,SETUP,132.22,0.96,
US,CTRE,39.5,36.97,35.85,50.0,5,FORMING,40.29,1.96,False,SETUP,36.73,0.36,
US,LIN,499.22,455.87,459.99,50.0,5,FORMING,509.23,1.97,False,SETUP,464.27,0.67,
US,HPE,25.89,23.18,22.73,50.0,5,FORMING,26.42,2.02,False,SETUP,24.08,0.84,
US,MNST,75.36,74.17,71.05,50.0,5,FORMING,76.93,2.04,False,SETUP,70.08,1.01,
US,ROST,221.97,182.31,172.04,50.0,4,FORMING,226.64,2.06,False,SETUP,206.43,0.6,
US,KNX,64.33,51.58,49.7,50.0,4,FORMING,65.71,2.1,False,SETUP,59.83,1.44,
US,FITB,49.52,46.64,45.81,50.0,5,FORMING,50.59,2.12,False,SETUP,46.05,0.75,
US,NI,47.72,43.89,43.28,50.0,4,FORMING,48.76,2.13,False,SETUP,44.38,1.2,
US,CAH,213.1,197.7,187.09,50.0,5,FORMING,217.77,2.14,False,SETUP,198.18,0.71,
US,SYF,75.17,74.45,73.78,50.0,5,FORMING,76.81,2.14,False,SETUP,69.91,0.75,
US,OHI,46.58,44.18,43.11,50.0,4,FORMING,47.62,2.18,False,SETUP,43.32,1.27,
US,ONB,23.29,22.45,22.36,50.0,6,FORMING,23.81,2.18,False,SETUP,21.66,0.62,
US,SSB,97.4,95.89,96.28,50.0,6,FORMING,99.57,2.18,False,SETUP,90.58,0.38,
US,GXO,57.07,54.56,53.78,50.0,5,FORMING,58.35,2.19,False,SETUP,53.08,0.83,
US,LNT,72.77,68.04,67.13,50.0,5,FORMING,74.4,2.19,False,SETUP,67.68,1.04,
US,GHC,1122.73,1093.03,1069.21,50.0,5,FORMING,1147.94,2.2,False,SETUP,1044.14,0.53,
US,GAP,26.08,25.07,24.14,50.0,5,FORMING,26.67,2.21,False,SETUP,24.25,0.46,
US,AVT,72.3,55.01,54.77,50.0,0,NO_VCP,73.94,2.22,False,SETUP,67.24,1.16,
US,PEN,331.47,303.88,290.56,50.0,6,TIGHT,338.98,2.22,True,SETUP,308.27,0.26,
US,THG,178.35,176.99,175.19,50.0,6,FORMING,182.4,2.22,False,SETUP,165.87,0.6,
US,SWX,91.36,82.84,81.55,50.0,5,FORMING,93.44,2.23,False,SETUP,84.96,0.79,
US,SCI,83.03,80.59,80.3,50.0,4,FORMING,84.93,2.24,False,SETUP,77.22,0.95,
US,USB,55.48,51.96,50.66,50.0,4,FORMING,56.76,2.26,False,SETUP,51.6,1.29,
US,GM,78.05,73.53,68.83,50.0,4,FORMING,79.86,2.27,False,SETUP,72.59,0.78,
US,HIG,138.28,134.2,132.47,50.0,5,FORMING,141.5,2.28,False,SETUP,128.6,0.73,
US,CB,328.42,305.17,297.56,50.0,5,FORMING,336.14,2.3,False,SETUP,305.43,1.05,
US,ROK,402.81,381.51,372.49,50.0,4,FORMING,412.28,2.3,False,SETUP,374.61,0.7,
US,AEP,134.56,121.24,118.35,50.0,6,FORMING,137.74,2.31,False,SETUP,125.14,0.76,
US,FFIV,308.06,280.02,287.37,50.0,0,NO_VCP,315.34,2.31,False,SETUP,286.5,0.85,
US,HWC,66.76,63.9,63.12,50.0,5,FORMING,68.34,2.31,False,SETUP,62.09,0.61,
US,COLB,28.97,27.84,27.18,50.0,5,FORMING,29.66,2.33,False,SETUP,26.94,0.59,
US,JAZZ,197.83,162.72,151.42,50.0,5,FORMING,202.58,2.34,False,SETUP,183.98,2.22,
US,ATO,187.98,174.94,171.26,50.0,4,FORMING,192.51,2.35,False,SETUP,174.82,0.85,
US,BKH,76.83,69.0,66.4,50.0,0,NO_VCP,78.69,2.36,False,SETUP,71.45,0.59,
US,MOG.A,313.96,259.47,242.35,50.0,5,FORMING,321.56,2.36,False,SETUP,291.98,0.75,
US,VICR,203.1,121.34,102.96,50.0,0,NO_VCP,208.0,2.36,False,SETUP,188.88,0.75,
US,RMBS,120.03,99.6,92.39,50.0,0,NO_VCP,122.95,2.37,False,SETUP,111.63,0.55,
US,FCN,182.25,168.11,167.88,50.0,3,FORMING,186.7,2.38,False,SETUP,169.49,0.7,
US,AMG,299.41,275.98,260.79,50.0,5,FORMING,306.74,2.39,False,SETUP,278.45,0.85,
US,PNC,220.07,205.85,203.46,50.0,4,FORMING,225.47,2.39,False,SETUP,204.67,0.6,
US,APG,44.39,39.46,38.33,50.0,5,FORMING,45.48,2.4,False,SETUP,41.28,0.64,
US,TRV,298.84,286.88,281.48,50.0,4,FORMING,306.26,2.42,False,SETUP,277.92,0.91,
US,EWBC,115.91,109.56,108.31,50.0,4,FORMING,118.81,2.44,False,SETUP,107.8,0.72,
US,TPR,150.69,127.62,121.42,50.0,6,FORMING,154.48,2.45,False,SETUP,140.14,0.63,
US,RGA,208.73,199.49,197.62,50.0,2,FORMING,214.0,2.46,False,SETUP,194.12,0.67,
US,TFC,49.43,47.58,46.92,50.0,5,FORMING,50.68,2.47,False,SETUP,45.97,1.01,
US,SATS,132.5,97.54,82.51,50.0,0,NO_VCP,135.88,2.49,False,SETUP,123.23,0.35,
US,NVST,26.94,23.18,22.5,50.0,5,FORMING,27.63,2.5,False,SETUP,25.05,0.64,
US,NWE,73.3,65.02,62.44,50.0,0,NO_VCP,75.18,2.5,False,SETUP,68.17,0.7,
US,TSN,63.99,58.48,57.73,50.0,6,FORMING,65.64,2.51,False,SETUP,59.51,0.63,
US,AME,230.24,207.59,201.43,50.0,5,FORMING,236.18,2.52,False,SETUP,214.12,0.45,
US,MUSA,517.45,411.15,407.69,50.0,5,FORMING,530.88,2.53,False,SETUP,481.23,0.5,
US,ALL,213.87,205.43,204.26,50.0,4,FORMING,219.48,2.56,False,SETUP,198.9,0.91,
US,LIVN,65.01,60.39,57.59,50.0,5,FORMING,66.72,2.56,False,SETUP,60.46,0.63,
US,XEL,81.05,78.46,76.75,50.0,5,FORMING,83.18,2.56,False,SETUP,75.38,1.48,
US,ACGL,97.1,93.45,92.51,50.0,4,FORMING,99.68,2.59,False,SETUP,90.3,0.85,
US,BC,77.33,73.29,70.33,50.0,6,FORMING,79.41,2.62,False,SETUP,71.92,1.19,
US,GBCI,47.52,45.99,46.06,50.0,5,FORMING,48.8,2.62,False,SETUP,44.19,0.55,
US,CFR,141.53,131.91,131.63,50.0,6,FORMING,145.35,2.63,False,SETUP,131.62,0.52,
US,EXPE,254.43,243.33,231.26,50.0,0,NO_VCP,261.31,2.63,False,SETUP,236.62,0.59,
US,C,129.34,109.14,105.1,50.0,6,FORMING,132.86,2.65,False,SETUP,120.29,0.61,
US,IBOC,70.55,68.71,69.03,50.0,4,FORMING,72.47,2.65,False,SETUP,65.61,0.44,
US,WEC,116.43,111.87,110.81,50.0,3,FORMING,119.62,2.67,False,SETUP,108.28,0.81,
US,ALLY,41.96,41.29,40.83,50.0,5,FORMING,43.13,2.71,False,SETUP,39.02,1.41,
US,PK,11.18,10.96,10.99,50.0,4,FORMING,11.5,2.74,False,SETUP,10.4,1.66,
US,JBHT,238.32,188.88,178.24,50.0,0,NO_VCP,245.08,2.76,False,SETUP,221.64,2.71,
US,CGNX,54.97,44.35,43.04,50.0,4,FORMING,56.54,2.78,False,SETUP,51.12,0.61,
US,DOV,214.17,196.19,192.65,50.0,5,FORMING,220.3,2.78,False,SETUP,199.18,0.66,
US,IEX,200.71,182.73,179.8,50.0,6,FORMING,206.46,2.79,False,SETUP,186.66,0.62,
US,PCAR,124.37,111.21,107.99,50.0,4,FORMING,127.94,2.79,False,SETUP,115.66,1.01,
US,VTR,85.51,78.05,75.24,50.0,4,FORMING,87.96,2.79,False,SETUP,79.52,0.84,
US,AMGN,349.39,331.87,322.23,50.0,5,FORMING,359.45,2.8,False,SETUP,324.93,0.72,
US,CMS,78.11,73.63,73.22,50.0,2,FORMING,80.36,2.8,False,SETUP,72.64,1.11,
US,AEE,112.28,104.84,103.52,50.0,4,FORMING,115.53,2.81,False,SETUP,104.42,0.8,
US,MSM,94.17,88.75,88.73,50.0,5,FORMING,96.9,2.82,False,SETUP,87.58,0.4,
US,CNP,43.21,40.18,39.53,50.0,5,FORMING,44.47,2.83,False,SETUP,40.19,0.88,
US,GEV,978.32,704.71,678.93,50.0,5,FORMING,1007.38,2.88,False,SETUP,909.84,0.57,
US,MKSI,269.89,185.48,164.65,50.0,0,NO_VCP,277.94,2.9,False,SETUP,251.0,1.34,
US,AVNT,37.63,34.22,34.36,50.0,5,FORMING,38.76,2.92,False,SETUP,35.0,0.63,
US,AMKR,62.9,41.26,36.69,50.0,0,NO_VCP,64.8,2.93,False,SETUP,58.5,1.54,
US,DTE,146.97,138.8,138.33,50.0,5,FORMING,151.4,2.93,False,SETUP,136.68,0.8,
US,GNRC,207.41,178.27,177.39,50.0,5,FORMING,213.72,2.95,False,SETUP,192.89,0.59,
US,NJR,55.98,49.26,48.56,50.0,5,FORMING,57.7,2.98,False,SETUP,52.06,0.36,
US,GS,900.0,850.36,819.18,50.0,4,FORMING,927.79,3.0,False,SETUP,837.0,0.81,
US,OGE,48.62,45.4,45.24,50.0,5,FORMING,50.13,3.01,False,SETUP,45.22,0.67,
US,MTB,216.95,203.47,201.48,50.0,5,FORMING,223.73,3.03,False,SETUP,201.76,0.66,
US,DD,46.75,41.13,38.64,50.0,4,FORMING,48.22,3.05,False,SETUP,43.48,0.54,
US,GILD,138.55,129.62,125.67,50.0,5,FORMING,142.97,3.09,False,SETUP,128.85,0.58,
US,SON,55.27,46.93,46.77,50.0,6,FORMING,57.05,3.12,False,SETUP,51.4,0.79,
US,ST,38.66,33.67,33.19,50.0,4,FORMING,39.91,3.13,False,SETUP,35.95,1.51,
US,HON,229.38,211.82,211.85,50.0,6,FORMING,236.83,3.15,False,SETUP,213.32,0.81,
US,TT,460.27,420.18,423.37,50.0,5,FORMING,475.25,3.15,False,SETUP,428.05,0.98,
US,CAT,772.66,617.38,567.57,50.0,5,FORMING,798.54,3.24,False,SETUP,718.57,0.68,
US,HXL,82.99,76.27,72.51,50.0,5,FORMING,85.79,3.26,False,SETUP,77.18,0.94,
US,TXT,90.27,88.05,86.28,50.0,7,FORMING,93.33,3.28,False,SETUP,83.95,0.43,
US,UBSI,43.22,39.45,38.9,50.0,4,FORMING,44.69,3.29,False,SETUP,40.19,0.46,
US,BYD,85.25,83.46,83.55,50.0,5,FORMING,88.2,3.34,False,SETUP,79.28,1.08,
US,ITW,265.61,260.9,260.72,50.0,6,FORMING,274.78,3.34,False,SETUP,247.02,0.77,
US,DKS,217.86,211.76,212.74,50.0,0,NO_VCP,225.4,3.35,False,SETUP,202.61,1.02,
US,FE,50.58,47.17,45.96,50.0,4,FORMING,52.34,3.36,False,SETUP,47.04,0.85,
US,BAC,53.51,52.15,51.12,50.0,3,FORMING,55.4,3.41,False,SETUP,49.76,0.91,
US,UGI,37.15,36.25,36.04,50.0,6,FORMING,38.46,3.41,False,SETUP,34.55,0.54,
US,GMED,92.76,80.88,75.11,50.0,5,FORMING,96.04,3.42,False,SETUP,86.27,0.68,
US,ENTG,135.92,103.19,98.17,50.0,0,NO_VCP,140.82,3.48,False,SETUP,126.41,0.83,
US,KLAC,1734.85,1313.88,1211.64,50.0,6,FORMING,1798.0,3.51,False,SETUP,1613.41,0.89,
US,AIT,284.39,264.92,264.3,50.0,5,FORMING,294.81,3.53,False,SETUP,264.48,0.47,
US,FHN,23.98,23.1,22.85,50.0,4,FORMING,24.86,3.54,False,SETUP,22.3,1.14,
US,ENS,193.88,149.84,136.16,50.0,4,FORMING,201.04,3.56,False,SETUP,180.31,0.53,
US,FHI,56.95,53.04,52.33,50.0,4,FORMING,59.05,3.56,False,SETUP,52.96,0.98,
US,CIEN,495.17,254.33,213.66,50.0,0,NO_VCP,513.49,3.57,False,SETUP,460.51,0.72,
US,FTI,72.8,51.47,47.54,50.0,7,FORMING,75.52,3.6,False,SETUP,67.7,0.65,
US,AEIS,372.23,246.66,221.55,50.0,5,FORMING,386.25,3.63,False,SETUP,346.17,0.79,
US,MTZ,358.14,244.16,227.66,50.0,4,FORMING,371.62,3.63,False,SETUP,333.07,0.64,
US,POR,52.63,48.95,47.15,50.0,4,FORMING,54.62,3.64,False,SETUP,48.95,0.41,
US,TKR,103.92,89.12,86.15,50.0,5,FORMING,107.84,3.64,False,SETUP,96.65,0.85,
US,LHX,353.41,318.34,306.15,50.0,5,FORMING,366.79,3.65,False,SETUP,328.67,0.8,
US,SO,94.9,92.32,92.61,50.0,4,FORMING,98.49,3.65,False,SETUP,88.26,0.64,
US,WTS,299.75,289.73,283.49,50.0,5,FORMING,311.11,3.65,False,SETUP,278.77,1.05,
US,ELS,64.27,63.05,62.48,50.0,5,TIGHT,66.71,3.66,False,SETUP,59.77,0.82,
US,ETN,392.73,358.69,359.54,50.0,4,FORMING,407.83,3.7,False,SETUP,365.24,0.57,
US,VNOM,47.25,40.54,39.91,50.0,7,FORMING,49.08,3.73,True,SETUP,43.94,0.78,
US,MS,187.32,169.33,163.14,50.0,0,NO_VCP,194.59,3.74,False,SETUP,174.21,1.04,
US,CW,719.99,609.4,578.48,50.0,4,FORMING,748.14,3.76,False,SETUP,669.59,1.11,
US,WMT,124.82,114.58,110.57,50.0,5,FORMING,129.69,3.76,False,SETUP,116.08,0.97,
US,EMR,140.37,137.61,137.6,50.0,4,FORMING,145.87,3.77,False,SETUP,130.54,1.06,
US,USFD,89.8,81.99,81.48,50.0,4,FORMING,93.35,3.8,False,SETUP,83.51,0.67,
US,EVRG,82.0,77.38,75.73,50.0,4,FORMING,85.27,3.83,False,SETUP,76.26,1.09,
US,EME,792.25,689.04,666.52,50.0,4,FORMING,823.88,3.84,False,SETUP,736.79,0.79,
US,JCI,137.55,121.7,117.92,50.0,6,FORMING,143.14,3.91,False,SETUP,127.92,0.82,
US,FIX,1605.97,1096.9,984.21,50.0,0,NO_VCP,1671.95,3.95,False,SETUP,1493.55,0.7,
US,LECO,252.48,250.41,246.17,50.0,5,FORMING,262.89,3.96,False,SETUP,234.81,0.64,
US,KO,75.18,72.3,71.6,50.0,5,FORMING,78.29,3.97,False,SETUP,69.92,0.58,
US,HGV,46.01,43.71,44.42,50.0,0,NO_VCP,47.92,3.98,False,SETUP,42.79,0.73,
US,PH,957.0,874.44,839.1,50.0,6,FORMING,997.42,4.05,False,SETUP,890.01,0.71,
US,AHR,50.58,47.45,45.49,50.0,3,FORMING,52.72,4.06,False,SETUP,47.04,0.67,
US,BDC,126.37,122.01,122.82,50.0,6,FORMING,131.72,4.06,False,SETUP,117.52,0.63,
US,D,62.48,61.06,60.6,50.0,5,FORMING,65.13,4.07,False,SETUP,58.11,1.07,
US,DUK,128.63,123.94,123.24,50.0,3,FORMING,134.13,4.1,False,SETUP,119.63,0.54,
US,ORA,112.52,110.86,105.48,50.0,4,FORMING,117.33,4.1,False,SETUP,104.64,0.67,
US,ARW,171.84,127.34,127.15,50.0,0,NO_VCP,179.28,4.15,False,SETUP,159.81,0.64,
US,TNL,76.18,68.46,66.29,50.0,4,FORMING,79.49,4.16,False,SETUP,70.85,1.33,
US,GEF,68.06,66.14,66.06,50.0,4,FORMING,71.03,4.18,False,SETUP,63.3,0.45,
US,GWW,1133.52,1033.25,1027.6,50.0,6,FORMING,1183.01,4.18,False,SETUP,1054.17,0.87,
US,FNB,17.4,16.79,16.55,50.0,5,FORMING,18.16,4.19,False,SETUP,16.18,1.22,
US,WLK,119.0,86.21,85.55,50.0,5,FORMING,124.23,4.21,False,SETUP,110.67,0.93,
US,TDY,635.76,578.37,569.36,50.0,4,FORMING,663.95,4.25,False,SETUP,591.26,0.95,
US,AMAT,389.9,284.58,258.21,50.0,5,FORMING,407.29,4.27,False,SETUP,362.61,0.78,
US,CCK,104.28,101.68,101.66,50.0,5,FORMING,109.0,4.33,False,SETUP,96.98,1.12,
US,SPXC,215.27,207.29,201.55,50.0,6,FORMING,225.06,4.35,False,SETUP,200.2,0.76,
US,MO,64.94,62.87,62.86,50.0,5,FORMING,67.93,4.4,False,SETUP,60.39,0.45,
US,UTHR,580.51,482.12,440.05,50.0,6,FORMING,607.89,4.5,False,SETUP,539.87,0.67,
US,REGN,746.0,710.37,673.54,50.0,6,FORMING,781.21,4.51,False,SETUP,693.78,0.78,
US,RL,369.7,345.94,332.97,50.0,5,FORMING,387.26,4.53,False,SETUP,343.82,0.49,
US,NEE,91.83,85.09,82.11,50.0,5,FORMING,96.21,4.55,False,SETUP,85.4,0.86,
US,BWXT,230.8,195.62,185.9,50.0,5,FORMING,241.82,4.56,False,SETUP,214.64,1.02,
US,NVT,129.7,108.83,102.6,50.0,5,FORMING,135.92,4.57,False,SETUP,120.62,0.88,
US,ENSG,197.72,186.53,179.14,50.0,4,FORMING,207.24,4.59,False,SETUP,183.88,0.43,
US,LRCX,260.96,187.16,165.45,50.0,0,NO_VCP,273.5,4.59,False,SETUP,242.69,0.77,
US,ED,110.52,103.81,103.12,50.0,3,FORMING,115.86,4.61,False,SETUP,102.78,0.5,
US,RTX,195.85,184.54,176.87,50.0,5,FORMING,205.36,4.63,False,SETUP,182.14,0.73,
US,HWM,247.6,215.56,206.69,50.0,4,FORMING,259.82,4.7,False,SETUP,230.27,0.89,
US,LYV,160.59,150.2,151.57,50.0,5,FORMING,168.55,4.72,False,SETUP,149.35,1.55,
US,SNDK,919.47,384.48,300.18,50.0,0,NO_VCP,965.0,4.72,False,SETUP,855.11,0.76,
US,CASY,737.22,605.79,583.08,50.0,6,FORMING,774.23,4.78,False,SETUP,685.61,0.44,
US,CYTK,65.42,61.88,56.09,50.0,4,FORMING,68.71,4.79,False,SETUP,60.84,0.62,
US,NOV,19.18,16.59,15.67,50.0,4,FORMING,20.18,4.96,False,SETUP,17.84,0.91,
US,HUBB,521.71,465.43,456.4,50.0,5,FORMING,548.97,4.97,False,SETUP,485.19,0.77,
BIST,DESA,14.2,12.86,13.01,,0,NO_VCP,14.96,5.08,,WATCHING,13.21,0.73,6.19
BIST,AKSUE,36.82,22.55,21.64,,0,NO_VCP,38.8,5.1,,WATCHING,34.24,0.87,38.76
BIST,RALYH,333.0,195.52,178.13,,0,NO_VCP,351.0,5.13,,WATCHING,309.69,0.93,69.68
BIST,PEKGY,14.53,12.04,10.64,,0,NO_VCP,15.32,5.16,,WATCHING,13.51,1.03,35.09
BIST,EKGYO,21.18,21.15,20.85,,6,FORMING,22.34,5.19,,WATCHING,19.7,0.69,-20.13
BIST,SOKM,53.55,50.94,47.63,,0,NO_VCP,56.5,5.22,,WATCHING,49.8,1.39,-17.16
BIST,VAKFA,13.41,11.81,11.18,,0,NO_VCP,14.15,5.23,,WATCHING,12.47,1.03,4.92
BIST,DERIM,40.84,37.28,38.23,,0,NO_VCP,43.12,5.29,,WATCHING,37.98,0.53,-1.31
BIST,BRKO,14.0,10.41,9.62,,0,NO_VCP,14.8,5.41,,WATCHING,13.02,1.47,32.18
BIST,ONCSM,280.25,237.74,205.34,,0,NO_VCP,296.5,5.48,,WATCHING,260.63,2.31,-16.85
BIST,TATGD,16.55,14.3,14.05,,6,FORMING,17.51,5.48,,WATCHING,15.39,0.76,6.79
BIST,BTCIM,6.7,4.7,4.6,,0,NO_VCP,7.09,5.5,,WATCHING,6.23,0.78,44.37
BIST,DSTKF,2077.0,941.94,846.52,,0,NO_VCP,2200.0,5.59,,WATCHING,1931.61,1.39,197.74
BIST,FRMPL,32.96,16.34,12.88,,6,FORMING,34.92,5.61,,WATCHING,30.65,0.88,1019.0
BIST,KSTUR,2.85,2.73,2.61,,0,NO_VCP,3.02,5.63,,WATCHING,2.65,0.91,-15.71
BIST,RYGYO,34.44,25.05,24.43,,0,NO_VCP,36.56,5.8,,WATCHING,32.03,1.92,24.0
BIST,BIZIM,27.88,27.8,27.82,,0,NO_VCP,29.6,5.81,,WATCHING,25.93,0.93,-23.14
BIST,RYSAS,21.12,16.37,16.76,,0,NO_VCP,22.44,5.88,,WATCHING,19.64,0.81,18.68
BIST,YEOTK,52.0,39.95,39.73,,0,NO_VCP,55.25,5.88,,WATCHING,48.36,0.77,24.65
BIST,AYGAZ,277.5,221.67,207.19,,0,NO_VCP,295.0,5.93,,WATCHING,258.07,0.35,15.43
BIST,ODAS,6.97,5.69,5.71,,0,NO_VCP,7.41,5.94,,WATCHING,6.48,0.48,21.42
BIST,TEKTU,328.5,291.22,282.61,,0,NO_VCP,349.5,6.01,,WATCHING,305.5,1.45,-8.95
BIST,YATAS,44.06,39.73,37.42,,6,FORMING,46.88,6.02,,WATCHING,40.98,0.78,-8.86
BIST,GARFA,27.2,27.01,26.68,,5,FORMING,28.96,6.08,,WATCHING,25.3,0.9,-22.07
BIST,MAVI,43.18,41.87,41.94,,5,FORMING,45.98,6.09,,WATCHING,40.16,1.12,-20.31
BIST,AKMGY,323.75,225.81,222.88,,0,NO_VCP,345.0,6.16,,WATCHING,301.09,2.33,50.52
BIST,YGGYO,209.5,138.17,125.0,,0,NO_VCP,223.5,6.26,,WATCHING,194.84,0.78,58.03
BIST,AGYO,8.39,7.62,7.58,,5,FORMING,8.97,6.47,,WATCHING,7.8,1.28,2.23
